Date,Open,High,Low,Close,Adj Close,Volume
2018-11-22,770.099976,772.950012,743.099976,746.099976,702.420227,2578750
2018-11-26,748.000000,755.000000,739.250000,747.900024,704.114990,2676798
2018-11-27,747.000000,753.900024,738.099976,751.750000,707.739563,2179714
2018-11-28,754.700012,759.200012,745.549988,748.400024,704.585754,2007876
2018-11-29,756.000000,780.299988,752.000000,773.200012,727.933838,5038807
2018-11-30,778.000000,796.000000,776.700012,790.900024,744.597595,5214780
2018-12-03,800.000000,800.799988,756.599976,761.049988,716.495117,5839713
2018-12-04,762.000000,762.000000,738.500000,740.299988,696.959900,7101096
2018-12-05,740.299988,740.299988,715.099976,718.049988,676.012451,4837874
2018-12-06,717.500000,722.000000,706.500000,710.950012,669.328125,3970063
2018-12-07,726.799988,726.799988,709.599976,721.099976,678.883972,2716587
2018-12-10,710.000000,725.500000,700.000000,710.549988,668.951599,3150111
2018-12-11,699.900024,729.900024,694.000000,722.349976,680.060730,4383980
2018-12-12,725.000000,753.000000,721.250000,750.799988,706.845215,3460143
2018-12-13,755.000000,765.099976,746.250000,759.200012,714.753418,3510371
2018-12-14,753.099976,764.000000,751.599976,757.250000,712.917542,1760631
2018-12-17,760.000000,763.000000,750.500000,756.349976,712.070251,2022203
2018-12-18,755.599976,772.000000,752.400024,770.950012,725.815552,3600834
2018-12-19,775.000000,787.000000,767.099976,782.650024,736.830566,3361238
2018-12-20,779.700012,797.000000,778.500000,795.450012,748.881165,2707144
2018-12-21,795.000000,814.000000,777.700012,781.150024,735.418335,6125095
2018-12-24,782.900024,792.500000,775.000000,788.650024,742.479370,2034516
2018-12-26,785.650024,793.500000,772.000000,787.700012,741.584839,1683700
2018-12-27,794.500000,802.000000,788.099976,795.650024,749.069519,3156130
2018-12-28,799.349976,807.000000,797.000000,803.549988,756.506958,1820270
2018-12-31,808.900024,810.000000,801.200012,803.849976,756.789429,2232551
2019-01-01,805.000000,805.849976,771.299988,773.349976,728.074951,3442903
2019-01-02,772.799988,772.799988,735.099976,741.700012,698.277954,10596260
2019-01-03,743.400024,744.849976,716.200012,718.299988,676.247925,11084172
2019-01-04,720.000000,728.299988,712.500000,725.599976,683.120422,5919404
2019-01-07,734.549988,735.900024,723.549988,729.549988,686.839172,2792255
2019-01-08,720.000000,733.200012,717.500000,723.400024,681.049316,4764487
2019-01-09,729.000000,729.950012,720.150024,726.299988,683.779541,2569424
2019-01-10,728.000000,734.849976,722.799988,733.200012,690.275574,2550750
2019-01-11,735.000000,735.000000,721.250000,727.900024,685.285889,2215240
2019-01-14,725.000000,726.400024,714.299988,724.549988,682.131958,1713221
2019-01-15,727.500000,730.000000,723.349976,726.900024,684.344360,2138402
2019-01-16,727.299988,732.500000,724.549988,726.250000,683.732422,1288969
2019-01-17,729.000000,740.000000,727.950012,734.650024,691.640686,3318440
2019-01-18,734.500000,737.900024,728.000000,734.950012,691.923035,1601885
2019-01-21,738.000000,738.000000,727.349976,730.299988,687.545288,1341152
2019-01-22,727.700012,727.700012,705.150024,708.500000,667.021606,5097285
2019-01-23,708.500000,709.750000,693.599976,695.849976,655.112183,4714919
2019-01-24,699.000000,700.049988,686.049988,697.299988,656.477295,3891245
2019-01-25,702.000000,703.500000,681.000000,683.500000,643.485168,3421228
2019-01-28,683.500000,683.500000,667.500000,673.049988,633.646912,5762442
2019-01-29,671.950012,676.900024,661.599976,669.650024,630.445984,4860919
2019-01-30,671.900024,680.000000,670.299988,678.650024,638.919128,2738163
2019-01-31,678.000000,683.000000,672.750000,680.049988,640.237183,3496189
2019-02-01,689.000000,715.400024,680.549988,688.400024,648.098328,8005192
2019-02-04,688.000000,688.400024,670.349976,674.450012,634.965027,2652101
2019-02-05,675.250000,692.599976,672.650024,684.900024,644.803223,3550741
2019-02-06,687.900024,698.250000,682.049988,695.099976,654.406006,2221744
2019-02-07,695.000000,708.900024,693.099976,700.900024,659.866577,2710457
2019-02-08,702.000000,706.700012,678.549988,682.099976,642.167175,10858152
2019-02-11,669.400024,673.400024,645.200012,647.549988,609.639832,7931599
2019-02-12,647.000000,657.799988,644.000000,648.700012,610.722534,3357448
2019-02-14,640.700012,642.400024,632.299988,634.400024,597.259644,3530468
2019-02-15,635.000000,636.900024,618.799988,627.549988,590.810730,5765467
2019-02-18,630.000000,630.000000,615.599976,624.700012,588.127502,4750172
2019-02-19,627.000000,642.000000,625.250000,632.599976,595.565002,3526711
2019-02-20,637.000000,637.299988,628.150024,633.549988,596.459473,2369483
2019-02-21,633.549988,635.950012,625.000000,634.200012,597.071411,2813880
2019-02-22,635.000000,648.599976,632.250000,646.599976,608.745422,4053346
2019-02-25,649.900024,653.950012,642.299988,650.700012,612.605469,1863303
2019-02-26,644.799988,656.000000,640.000000,651.299988,613.170288,3862642
2019-02-27,654.500000,662.000000,647.150024,656.150024,617.736328,3193418
2019-02-28,663.750000,663.750000,642.500000,645.900024,608.086365,3955320
2019-03-01,650.000000,652.000000,641.000000,649.700012,611.664001,3957539
2019-03-05,649.849976,657.900024,642.049988,656.750000,618.301208,6039244
2019-03-06,660.000000,664.849976,654.000000,658.900024,620.325378,7495708
2019-03-07,661.700012,677.500000,654.200012,671.799988,632.470154,8703088
2019-03-08,672.000000,679.700012,666.400024,670.150024,630.916748,3877059
2019-03-11,671.950012,683.849976,671.500000,681.049988,641.178528,4027884
2019-03-12,686.900024,693.099976,683.349976,687.900024,647.627563,3876498
2019-03-13,688.400024,689.400024,681.250000,684.200012,644.144165,1808059
2019-03-14,683.000000,688.000000,677.150024,685.900024,645.744629,1901877
2019-03-15,688.250000,697.000000,687.000000,694.599976,653.935303,5208071
2019-03-18,696.000000,704.200012,682.049988,684.200012,644.144165,2600716
2019-03-19,686.000000,693.799988,675.099976,689.400024,649.039795,2331409
2019-03-20,689.000000,694.349976,676.150024,678.599976,638.872009,2369729
2019-03-22,678.700012,684.500000,670.000000,678.799988,639.060303,2770303
2019-03-25,672.000000,675.000000,663.400024,664.599976,625.691589,2337486
2019-03-26,664.650024,672.400024,661.000000,669.599976,630.398865,2434715
2019-03-27,672.049988,672.650024,658.549988,660.049988,621.408020,2426853
2019-03-28,659.049988,662.750000,653.599976,655.950012,617.548096,3910004
2019-04-01,678.150024,689.000000,659.000000,660.900024,622.208374,5458057
2019-04-02,665.000000,670.900024,661.450012,668.599976,629.457520,3802792
2019-04-03,672.799988,676.750000,656.900024,658.450012,619.901794,2745080
2019-04-04,661.000000,662.700012,651.200012,653.349976,615.100281,3684739
2019-04-05,657.500000,663.000000,654.000000,658.200012,619.666321,2694077
2019-04-08,660.400024,668.349976,658.299988,667.000000,627.951172,3413270
2019-04-09,667.799988,669.799988,660.450012,667.849976,628.751343,2401571
2019-04-10,672.599976,675.000000,663.099976,670.250000,631.010864,2499060
2019-04-11,669.299988,679.750000,669.299988,672.750000,633.364563,4863931
2019-04-12,674.000000,679.500000,667.549988,678.200012,638.495483,3302657
2019-04-15,680.000000,686.000000,673.299988,683.200012,643.202759,2408677
2019-04-16,687.250000,695.500000,684.799988,688.099976,647.815857,3002929
2019-04-18,689.599976,691.950012,681.250000,684.650024,644.567871,2996875
2019-04-22,681.000000,685.750000,670.900024,673.400024,633.976501,1483513
2019-04-23,671.000000,675.849976,663.750000,665.750000,626.774414,3248237
2019-04-24,668.000000,669.200012,662.250000,668.150024,629.033936,2247998
2019-04-25,671.799988,673.000000,664.000000,665.150024,626.209534,3169504
2019-04-26,666.599976,668.400024,651.500000,659.450012,620.843201,3632433
2019-04-30,659.700012,662.200012,640.000000,645.299988,607.521545,5042085
2019-05-02,646.000000,660.700012,635.200012,645.900024,608.086365,3007579
2019-05-03,645.049988,652.500000,642.849976,645.799988,607.992310,2330580
2019-05-06,640.000000,645.000000,635.099976,638.500000,601.119690,1498420
2019-05-07,641.750000,642.900024,634.200012,636.000000,598.766052,3160875
2019-05-08,635.549988,637.000000,619.000000,621.650024,585.256226,3853705
2019-05-09,620.900024,627.950012,616.099976,625.450012,588.833740,1366143
2019-05-10,626.250000,631.849976,619.000000,628.750000,591.940430,2093110
2019-05-13,628.700012,628.700012,615.000000,617.599976,581.443176,1463136
2019-05-14,616.900024,620.549988,610.549988,614.250000,578.289368,2756314
2019-05-15,618.000000,628.400024,606.950012,609.650024,573.958679,2805369
2019-05-16,610.000000,612.650024,597.200012,605.250000,569.816223,1940170
2019-05-17,607.000000,622.500000,607.000000,619.650024,583.373230,2599966
2019-05-20,635.000000,662.500000,632.250000,653.250000,615.006104,4938702
2019-05-21,660.000000,662.700012,634.400024,639.150024,601.731628,2150188
2019-05-22,643.849976,643.849976,631.250000,640.549988,603.049683,1458607
2019-05-23,650.000000,655.000000,635.099976,639.500000,602.061096,3161573
2019-05-24,644.750000,667.500000,637.849976,665.450012,626.491882,3165620
2019-05-27,667.700012,683.000000,665.000000,679.349976,639.578064,2987573
2019-05-28,680.000000,682.250000,667.250000,670.549988,631.293335,5411769
2019-05-29,668.000000,677.500000,660.849976,672.150024,632.799683,5418102
2019-05-30,660.000000,667.500000,656.349976,661.700012,622.961426,5394745
2019-05-31,659.700012,665.950012,645.099976,647.049988,609.169128,4226041
2019-06-03,647.049988,659.000000,635.049988,653.400024,615.147461,4170532
2019-06-04,654.799988,659.400024,647.799988,650.750000,612.652527,1640476
2019-06-06,654.299988,655.500000,631.349976,634.099976,596.977234,3846513
2019-06-07,640.000000,645.700012,630.049988,644.049988,606.344788,2173168
2019-06-10,643.400024,649.400024,638.200012,646.950012,609.074951,2306052
2019-06-11,647.950012,647.950012,636.000000,636.849976,599.566223,2274832
2019-06-12,633.000000,638.900024,629.450012,632.200012,595.188538,1734002
2019-06-13,632.000000,642.700012,628.099976,641.049988,603.520325,2141936
2019-06-14,640.049988,641.000000,633.400024,637.250000,599.942871,1338649
2019-06-17,641.000000,641.950012,622.250000,625.049988,588.457031,2647789
2019-06-18,624.000000,629.799988,620.099976,625.900024,589.257324,2252507
2019-06-19,629.849976,632.349976,608.000000,615.150024,579.136658,2316163
2019-06-20,614.799988,630.950012,611.250000,627.150024,590.434143,2283701
2019-06-21,627.000000,633.450012,622.250000,627.450012,590.716675,2713987
2019-06-24,626.000000,637.000000,626.000000,634.849976,597.683289,2166403
2019-06-25,635.000000,644.650024,635.000000,641.650024,604.085327,3352119
2019-06-26,640.000000,647.500000,640.000000,643.500000,605.826904,2124949
2019-06-27,645.000000,660.799988,645.000000,657.900024,619.383850,3744033
2019-06-28,659.799988,662.450012,651.500000,655.349976,616.983154,3503838
2019-07-01,657.299988,663.450012,654.450012,660.000000,621.360901,3547891
2019-07-02,661.000000,668.500000,656.299988,666.250000,627.245056,2275170
2019-07-03,668.950012,675.000000,663.299988,669.250000,630.069458,2615478
2019-07-04,671.500000,674.200012,665.299988,672.150024,632.799683,1777421
2019-07-05,672.000000,675.299988,638.500000,642.049988,604.461792,3039710
2019-07-08,640.349976,645.200012,626.200012,635.849976,598.624756,3903971
2019-07-09,632.000000,638.500000,630.000000,632.700012,595.659180,1260744
2019-07-10,630.000000,636.099976,619.099976,621.650024,585.256226,2081711
2019-07-11,625.400024,635.650024,623.599976,634.150024,597.024353,1399434
2019-07-12,634.099976,637.000000,628.500000,631.900024,594.906006,1806912
2019-07-15,632.049988,638.000000,625.450012,631.849976,594.858948,2223638
2019-07-16,624.700012,627.900024,618.849976,622.900024,586.432983,3177195
2019-07-17,623.000000,626.450012,615.299988,617.950012,581.772705,1881478
2019-07-18,613.900024,616.450012,595.000000,597.400024,570.269958,4915489
2019-07-19,601.150024,601.500000,570.000000,571.299988,545.355225,6294798
2019-07-22,571.299988,576.700012,559.900024,564.900024,539.245911,4198301
2019-07-23,566.099976,567.000000,555.849976,559.099976,533.709290,4805198
2019-07-24,557.000000,557.900024,546.000000,550.000000,525.022522,3041526
2019-07-25,550.000000,553.000000,541.900024,547.549988,522.683777,4763735
2019-07-26,545.900024,566.400024,545.000000,564.450012,538.816284,5063750
2019-07-29,564.000000,565.000000,552.150024,553.150024,528.029541,2984154
2019-07-30,551.799988,561.299988,547.549988,548.750000,523.829285,3186153
2019-07-31,546.599976,553.799988,541.750000,550.000000,525.022522,2986522
2019-08-01,546.000000,551.799988,539.299988,548.549988,523.638489,2737518
2019-08-02,544.900024,563.849976,542.150024,556.450012,531.179626,5848740
2019-08-05,550.450012,554.250000,542.349976,545.450012,520.679199,3152495
2019-08-06,543.000000,552.250000,543.000000,549.450012,524.497620,2811436
2019-08-07,551.500000,551.500000,515.000000,518.299988,494.762146,8411409
2019-08-08,518.500000,541.500000,516.349976,539.549988,515.047180,5648169
2019-08-09,540.900024,548.299988,530.000000,545.549988,520.774597,4313483
2019-08-13,545.000000,545.000000,510.250000,512.400024,489.130127,3618940
2019-08-14,515.900024,525.849976,502.549988,523.549988,499.773773,4641413
2019-08-16,524.700012,531.900024,515.549988,527.849976,503.878448,3120580
2019-08-19,527.000000,535.750000,518.000000,520.549988,496.910004,2998027
2019-08-20,522.900024,535.000000,517.500000,527.799988,503.830780,3175896
2019-08-21,528.299988,535.599976,518.099976,520.900024,497.244110,2709407
2019-08-22,521.549988,523.750000,509.850006,511.799988,488.557373,2516270
2019-08-23,511.000000,536.299988,509.250000,533.250000,509.033264,2807785
2019-08-26,552.700012,552.700012,528.900024,544.299988,519.581421,4036331
2019-08-27,547.000000,559.000000,544.500000,554.049988,528.888611,4144339
2019-08-28,556.700012,559.900024,534.750000,539.700012,515.190369,3322911
2019-08-29,536.000000,544.200012,524.250000,528.000000,504.021606,4399017
2019-08-30,530.599976,532.900024,519.049988,528.799988,504.785339,2929342
2019-09-03,518.650024,521.900024,513.000000,515.450012,492.041595,3379359
2019-09-04,516.000000,519.750000,503.149994,505.700012,482.734406,3431149
2019-09-05,506.850006,519.500000,506.700012,517.000000,493.521210,2329699
2019-09-06,519.450012,531.000000,514.599976,529.500000,505.453552,2670087
2019-09-09,523.650024,536.750000,522.000000,532.549988,508.365051,3061953
2019-09-11,533.200012,548.250000,533.200012,545.750000,520.965515,3224627
2019-09-12,546.099976,551.950012,540.250000,543.599976,518.913208,3726538
2019-09-13,542.000000,552.799988,541.500000,551.250000,526.215759,4358612
2019-09-16,545.000000,550.500000,535.650024,536.950012,512.565247,2441611
2019-09-17,537.500000,539.500000,520.000000,521.950012,498.246460,2445056
2019-09-18,525.000000,531.349976,518.200012,527.000000,503.067078,2401637
2019-09-19,529.000000,529.450012,513.000000,519.299988,495.716736,2336366
2019-09-20,524.450012,574.000000,518.650024,568.900024,543.064270,14378491
2019-09-23,576.250000,602.200012,552.000000,565.000000,539.341309,9599883
2019-09-24,563.900024,575.400024,554.599976,558.750000,533.375183,3615703
2019-09-25,558.700012,558.700012,528.000000,534.700012,510.417328,5044376
2019-09-26,537.900024,569.750000,536.000000,566.950012,541.202759,6270296
2019-09-27,562.799988,567.799988,549.150024,555.099976,529.890930,4326078
2019-09-30,557.750000,558.549988,540.299988,547.150024,522.302002,3381186
2019-10-01,551.000000,566.099976,536.599976,556.700012,531.418396,5664019
2019-10-03,558.000000,564.950012,547.099976,562.700012,537.145752,3797753
2019-10-04,565.049988,575.000000,555.450012,564.250000,538.625427,4653685
2019-10-07,561.099976,562.900024,546.500000,552.950012,527.838501,2367535
2019-10-09,556.000000,578.799988,550.950012,576.549988,550.366821,4863273
2019-10-10,576.000000,576.000000,559.250000,566.049988,540.343689,2156410
2019-10-11,568.549988,574.299988,554.099976,560.099976,534.663879,3133395
2019-10-14,562.900024,572.349976,554.549988,568.650024,542.825562,2630640
2019-10-15,568.000000,586.549988,565.200012,583.400024,556.905823,4967499
2019-10-16,582.500000,586.900024,575.349976,584.250000,557.717163,2279203
2019-10-17,581.099976,596.349976,578.750000,593.299988,566.356140,3744228
2019-10-18,589.000000,595.500000,583.599976,593.299988,566.356140,2955289
2019-10-22,593.400024,601.200012,587.450012,595.799988,568.742554,3494913
2019-10-23,596.900024,599.650024,587.150024,591.849976,564.972046,2371317
2019-10-24,592.000000,595.500000,578.599976,581.049988,554.662476,2212393
2019-10-25,585.700012,585.700012,570.250000,577.700012,551.464600,2284548
2019-10-27,584.450012,595.000000,580.000000,591.500000,564.637878,851951
2019-10-29,595.450012,618.000000,592.500000,611.799988,584.016052,6543163
2019-10-30,617.200012,619.900024,605.000000,616.549988,588.550293,4296705
2019-10-31,617.599976,621.650024,603.750000,606.450012,578.908997,4595842
2019-11-01,609.000000,609.750000,581.000000,589.750000,562.967407,7558094
2019-11-04,591.000000,594.549988,581.900024,586.400024,559.769531,3128961
2019-11-05,583.299988,590.599976,577.099976,580.150024,553.803345,2653917
2019-11-06,590.250000,590.299988,577.099976,579.799988,553.469238,2763550
2019-11-07,579.799988,583.500000,572.000000,580.349976,553.994263,3279435
2019-11-08,578.000000,596.500000,576.849976,580.000000,553.660156,8374614
2019-11-11,581.700012,586.950012,570.000000,575.000000,548.887146,3492576
2019-11-13,574.000000,580.900024,572.000000,574.700012,548.600891,3342543
2019-11-14,575.200012,579.650024,567.750000,578.450012,552.180603,2193683
2019-11-15,583.750000,590.849976,579.750000,583.049988,556.571655,3063043
2019-11-18,580.099976,582.599976,571.799988,573.700012,547.646362,3212994
2019-11-19,573.750000,575.000000,559.650024,560.650024,535.188843,3208662
2019-11-20,562.250000,568.450012,557.500000,560.450012,534.997986,2876499
2019-11-21,560.500000,562.650024,550.200012,551.799988,526.740784,3346254
2019-11-22,554.750000,555.000000,539.200012,546.000000,521.204224,2798026
2019-11-25,547.500000,552.849976,546.250000,547.799988,522.922485,3054435
2019-11-26,550.000000,552.900024,536.950012,538.599976,514.140198,4408905
2019-11-27,542.000000,554.500000,535.000000,539.950012,515.428955,6630809
2019-11-28,541.900024,543.299988,536.250000,541.950012,517.338135,2426425
2019-11-29,543.000000,543.799988,528.250000,530.549988,506.455872,3328894
2019-12-02,525.000000,537.500000,523.500000,534.150024,509.892365,4087250
2019-12-03,537.250000,537.250000,522.000000,522.900024,499.153290,3052238
2019-12-04,522.799988,529.250000,519.150024,525.549988,501.682922,2612985
2019-12-05,525.549988,531.150024,522.000000,524.750000,500.919250,2332044
2019-12-06,527.799988,527.900024,508.100006,510.200012,487.030029,3409528
2019-12-09,510.200012,518.500000,510.049988,513.650024,490.323334,2566094
2019-12-10,514.599976,514.849976,503.750000,505.750000,482.782104,2462096
2019-12-11,507.649994,511.399994,502.649994,507.750000,484.691254,2148791
2019-12-12,511.000000,514.250000,508.200012,511.899994,488.652771,2994158
2019-12-13,514.549988,522.799988,513.750000,516.200012,492.757538,4066433
2019-12-16,516.000000,519.799988,507.600006,508.850006,485.741364,2346317
2019-12-17,509.899994,512.750000,505.000000,505.850006,482.877594,3521314
2019-12-18,506.899994,524.900024,506.500000,522.650024,498.914642,10092679
2019-12-19,524.500000,538.799988,524.500000,535.400024,511.085632,10732682
2019-12-20,533.500000,539.650024,528.500000,530.599976,506.503540,4746509
2019-12-23,529.950012,535.900024,524.700012,525.900024,502.017059,2963573
2019-12-24,529.000000,532.650024,526.200012,527.500000,503.544373,2372038
2019-12-26,530.000000,536.200012,527.049988,528.349976,504.355743,4623580
2019-12-27,529.900024,532.750000,525.049988,530.150024,506.074005,3017840
2019-12-30,531.349976,539.849976,531.349976,536.900024,512.517456,4697710
2019-12-31,538.650024,538.650024,530.599976,531.549988,507.410461,2502181
2020-01-01,532.900024,538.000000,529.549988,536.599976,512.231079,2611808
2020-01-02,537.000000,541.000000,533.500000,539.849976,515.333435,2776519
2020-01-03,538.950012,539.000000,530.400024,532.750000,508.555969,1930883
2020-01-06,529.900024,530.000000,520.500000,524.500000,500.680634,2059404
2020-01-07,528.900024,532.000000,523.049988,526.650024,502.732971,2111349
2020-01-08,520.900024,526.450012,519.000000,524.650024,500.823822,1612378
2020-01-09,529.849976,542.450012,525.700012,541.250000,516.669922,2897598
2020-01-10,544.099976,547.599976,539.250000,546.599976,521.776917,2355888
2020-01-13,548.900024,557.000000,546.599976,554.950012,529.747864,3442869
2020-01-14,554.950012,563.750000,554.950012,562.500000,536.954895,2793249
2020-01-15,562.000000,571.000000,556.700012,569.750000,543.875671,2564513
2020-01-16,569.250000,569.799988,564.049988,567.450012,541.680115,2243200
2020-01-17,566.799988,574.000000,565.150024,569.299988,543.446106,2646260
2020-01-20,569.000000,574.000000,564.349976,567.200012,541.441467,1847978
2020-01-21,564.000000,564.900024,550.099976,552.799988,527.695374,3101684
2020-01-22,553.500000,556.500000,549.000000,553.599976,528.459045,1862669
2020-01-23,553.500000,567.400024,549.549988,566.500000,540.773315,2113303
2020-01-24,566.099976,572.000000,564.099976,567.750000,541.966553,2284717
2020-01-27,565.000000,582.500000,563.000000,578.299988,552.037415,3654906
2020-01-28,581.250000,589.750000,568.500000,572.500000,546.500732,3689004
2020-01-29,577.500000,580.700012,572.150024,577.750000,551.512390,1934080
2020-01-30,578.000000,587.549988,563.849976,567.849976,542.061890,2901951
2020-01-31,570.799988,577.000000,565.299988,567.150024,541.393799,2352196
2020-02-03,545.000000,565.750000,535.200012,558.700012,533.327454,3818209
2020-02-04,562.000000,578.799988,558.799988,576.900024,550.700989,2793702
2020-02-05,580.250000,589.849976,577.400024,584.349976,557.812561,3320830
2020-02-06,585.000000,589.150024,576.049988,580.150024,553.803345,2207104
2020-02-07,579.000000,581.500000,561.299988,569.099976,543.255127,4083215
2020-02-10,566.799988,567.000000,526.049988,528.400024,504.403442,9648880
2020-02-11,533.200012,537.700012,522.700012,524.049988,500.251038,5404802
2020-02-12,526.650024,534.299988,523.900024,531.000000,506.885437,3426829
2020-02-13,530.450012,538.000000,528.299988,533.599976,509.367310,3392352
2020-02-14,535.250000,536.950012,520.650024,523.000000,499.248688,3507540
2020-02-17,524.099976,525.400024,516.000000,522.750000,499.010071,2652464
2020-02-18,520.500000,524.900024,514.099976,523.200012,499.439697,2868873
2020-02-19,528.150024,529.650024,521.799988,526.400024,502.494354,1952880
2020-02-20,525.900024,533.000000,523.000000,524.849976,501.014709,2077458
2020-02-24,522.000000,522.000000,511.100006,513.200012,489.893799,1911411
2020-02-25,515.549988,519.500000,506.100006,508.950012,485.836792,2105613
2020-02-26,507.700012,512.450012,500.000000,503.000000,480.156982,3058370
2020-02-27,504.000000,504.000000,487.549988,493.500000,471.088409,6039260
2020-02-28,485.000000,485.000000,453.600006,457.049988,436.293762,8613275
2020-03-02,453.549988,472.450012,444.350006,458.299988,437.486938,9225488
2020-03-03,462.000000,471.000000,455.250000,466.250000,445.075958,4582866
2020-03-04,466.049988,477.000000,457.500000,474.649994,453.094452,5912943
2020-03-05,472.700012,482.500000,469.000000,479.299988,457.533295,4081050
2020-03-06,458.850006,473.750000,456.500000,471.000000,449.610229,4502562
2020-03-09,453.549988,465.700012,441.000000,463.200012,442.164490,4540694
2020-03-11,462.850006,469.649994,449.700012,451.600006,431.091278,5104905
2020-03-12,427.899994,435.950012,399.649994,423.350006,404.124207,9408350
2020-03-13,400.500000,449.750000,345.649994,428.850006,409.374420,6230411
2020-03-16,421.000000,428.600006,388.799988,391.799988,374.006958,3156508
2020-03-17,392.000000,408.000000,369.950012,373.399994,356.442596,4526913
2020-03-18,379.000000,383.700012,339.100006,346.399994,330.668732,6595508
2020-03-19,331.750000,331.799988,302.000000,314.200012,299.931091,10486153
2020-03-20,316.000000,328.200012,308.250000,322.600006,307.949615,8819518
2020-03-23,299.000000,303.899994,280.600006,293.399994,280.075653,6001358
2020-03-24,300.000000,309.899994,264.399994,269.000000,256.783783,6690908
2020-03-25,263.399994,288.350006,245.399994,277.850006,265.231842,9393732
2020-03-26,277.850006,294.000000,273.100006,285.500000,272.534424,7557558
2020-03-27,297.000000,305.000000,280.799988,294.500000,281.125702,9505126
2020-03-30,281.700012,284.850006,270.000000,274.399994,261.938538,8942833
2020-03-31,283.850006,287.200012,277.799988,284.950012,272.009430,6236559
2020-04-01,281.000000,283.000000,265.500000,272.850006,260.458923,5980392
2020-04-03,274.000000,290.000000,271.350006,280.700012,267.952454,6961905
2020-04-07,295.500000,323.799988,292.750000,321.000000,306.422241,10795407
2020-04-08,315.000000,350.399994,312.799988,326.399994,311.577026,8451195
2020-04-09,335.750000,391.649994,332.399994,381.399994,364.079254,11027315
2020-04-13,380.000000,380.000000,355.000000,362.850006,346.371704,7717484
2020-04-15,373.049988,379.899994,349.299988,353.149994,337.112213,11300538
